,train,val,test
29,TCGA-38-4626-01A-01-BS1.57181f5e-1b4d-415a-8acc-9dc40dd03f7b,TCGA-64-1681-01A-01-TS1.95ef9027-459a-4796-97a2-773e7cfed3ee,TCGA-62-8398-01A-01-TS1.5a4b83a1-c6de-4b08-9f81-fed7855dda3a
30,TCGA-38-4628-01A-01-BS1.e36d38b6-0744-49c3-be1b-eedd00a80d57,TCGA-05-4384-01A-01-TS1.e4d430ce-bc0e-4446-8a7a-bb831e1285ac,TCGA-62-8395-01A-01-BS1.0f1436e6-0065-4dd7-a132-b6a21a097e48
31,TCGA-38-4628-01A-01-TS1.48c71ae0-5a44-4307-8d2a-db1acfcee821,TCGA-05-4384-01A-01-BS1.dae26cb5-1554-4ff8-997d-2f1c70101051,TCGA-73-4666-01A-01-BS1.d9e4b34d-aed3-4b69-892d-a7a267fc8447
32,TCGA-38-4629-01A-02-BS2.c51001e1-bed7-4861-b6df-78640d5ae45a,TCGA-35-3615-01A-01-TS1.fc686af4-5da7-4baa-bda0-2d33b3445212,TCGA-73-4666-01A-01-TS1.b16ed64a-b8c0-4c05-8110-5334f8736bd7
33,TCGA-38-4630-01A-01-BS1.5bb0e95c-f89c-4e0f-9b15-0c8926a8dcc6,TCGA-35-3615-01A-01-BS1.40ee8b17-cbd1-4b88-bfd9-0685f18f3829,TCGA-05-5420-01A-01-BS1.baf2b018-7a89-4b11-9328-ce8ea70fdc84
34,TCGA-38-4631-01A-01-TS1.2e44cfcf-78d1-4964-aa55-3db3382c4e57,TCGA-78-8662-01A-01-TS1.50bbe95d-2c68-4b7e-97fa-1a76b9b10689,TCGA-97-7937-01A-01-TS1.52bec102-5ea6-4f89-b3c4-2fa2e5c0ef20
35,TCGA-38-4632-01A-01-TS1.eb6e2e6b-89bd-440c-9fc8-d932b5491654,TCGA-78-8662-01A-01-BS1.2681409e-d406-4adb-8fed-45ae60682a9f,TCGA-97-A4M5-01A-01-TS1.CC8B002B-FDBC-49FC-B84D-D0215E880827
36,TCGA-38-4632-01A-01-BS1.f804f64d-a2b6-4756-bf3c-4b77d1e68a76,TCGA-97-8552-01A-01-TS1.24ca90a7-5762-4ab5-a404-67dfcd416f79,TCGA-55-8615-01A-01-TS1.354db6ea-8dc7-440f-b333-a1c19ac5ea62
37,TCGA-38-6178-01A-01-TS1.c7442dfa-81d0-4209-bb75-0783cd9c8974,TCGA-55-8511-01A-01-TS1.65c0724b-97bf-431c-864c-176194c94a3d,TCGA-86-A456-01A-01-TSA.996EFBE2-10E2-454B-B4E7-981FA24404B0
38,TCGA-38-6178-01A-01-BS1.45e6381d-637a-4b27-aae9-1bbee2c14944,TCGA-44-7671-01A-01-BS1.914604a2-de9c-404d-9fa5-23fbd0b76da3,TCGA-44-6776-01A-01-BS1.7b26c23b-edbf-4de8-8add-37544a4e74ed
39,TCGA-44-2655-01A-01-BS1.afd2012b-1c8f-419c-8972-289c22697d27,TCGA-50-5068-01A-01-TS1.8a69dfc8-db3f-49d7-9611-f10cd54bbe6f,TCGA-44-6776-01A-01-TS1.ec07dc02-a346-4bc0-b282-7e0358b707b4
40,TCGA-44-2659-01A-01-TS1.aa08e4c2-8d1c-4662-a07e-475a24b082b5,TCGA-50-5068-01A-01-BS1.e2cffa98-abc4-41b3-8861-cb2d0d28ac67,TCGA-95-7947-01A-01-TS1.15869217-87cb-4f87-bacf-c12a10bddb77
41,TCGA-44-2666-01A-01-BS1.7df801b9-da76-40b6-8d4b-1227cef4f002,TCGA-95-7944-01A-01-TS1.79285495-7f57-40c4-848b-4449c9348499,TCGA-NJ-A55R-01A-01-TSA.7F8B9781-D74D-4047-A139-9DC7124AA8BC
42,TCGA-44-2668-01A-01-TS1.d4db0c2b-9247-458b-a931-62ff45e4f859,TCGA-75-5126-01A-01-BS1.2f8a1e41-168c-4f5d-9d64-cf540f6b57fd,TCGA-73-4675-01A-01-TS1.0f95d892-f6da-42cf-8674-884d88145c10
43,TCGA-44-3396-01A-01-TS1.62d6bfb2-d507-476d-8dd0-a724ceca8f47,TCGA-62-8399-01A-01-BS1.d2652911-ef30-405c-a37e-ca551cc851ea,TCGA-73-4675-01A-01-BS1.9d69c4fc-6be7-46ef-897c-e5fce0597839
44,TCGA-44-3398-01A-01-BS1.8347f335-cd9d-46cc-bed5-b28f9dd877a8,TCGA-05-5428-01A-01-BS1.25096a3c-8106-4fa7-a303-511e4d917b05,TCGA-78-7535-01A-01-TS1.35e405f0-fc84-4049-b0a8-a99a075dac6b
45,TCGA-44-3917-01A-01-TS1.3de456a8-3c51-465f-a00a-1c3c9d33604d,TCGA-44-A47A-01A-02-TSB.48AD5AA4-46DA-4504-B3CF-6E6F3C516167,TCGA-50-8457-01A-01-BS1.9992936e-be30-4fe8-80f2-d6b549786ca8
46,TCGA-44-3918-01A-01-BS1.6d4ead8e-d080-4c55-9ea2-519cfa30b94f,TCGA-50-8460-01A-01-TS1.46331c7c-4c82-4914-8dd5-94bbb2f2604c,TCGA-97-A4M0-01A-01-TSA.1B700ABB-DEBB-4879-A11B-B11255CE7970
47,TCGA-44-3918-01A-01-TS1.92b19e7c-b1d8-4a7c-a555-7759be21014e,TCGA-NJ-A4YF-01A-01-TSA.609E6AD3-35AD-4348-9376-A779576E7DCF,TCGA-NJ-A55A-01A-01-TSA.EB8E4F53-589A-4F7D-AC10-7D65DF72F1BB
48,TCGA-44-3919-01A-02-BS2.89f5632a-fd56-43a7-9aa3-82596731f6da,TCGA-05-4426-01A-01-BS1.1f288ec4-45bc-4a5b-a3ae-b0deee84e57b,TCGA-50-5055-01A-01-TS1.6bd744e9-55ab-4d57-ac07-ef6c64ee4cbd
49,TCGA-44-5643-01A-01-BS1.13ee8806-e27c-48a4-8d93-9a6a42668cd8,TCGA-05-4426-01A-01-TS1.83a1f69d-9362-4ac3-9a36-3150eae89519,TCGA-91-A4BD-01A-01-TSA.93F9E15F-EAC4-4DE1-85A5-626B58BF7B99
50,TCGA-44-5644-01A-01-BS1.316090cb-4b49-44bf-8617-248644724ebc,TCGA-49-6761-01A-02-BS2.4750f290-f2fa-4bcf-aae1-33743b35c92f,TCGA-05-4390-01A-02-BS2.a85d2b2a-2e47-475f-8c98-318ae02e16c4
51,TCGA-44-5645-01A-01-BS1.e8526125-616b-4bc2-afac-f96417840633,TCGA-L9-A743-01A-04-TS4.873E50BA-0B07-4174-9FBE-7A830A85F83E,TCGA-77-7140-01A-02-BS2.88433ee8-9427-441b-b735-7ea2bf7e1a8f
52,TCGA-44-5645-01A-05-TSE.63FCBB75-8677-468D-8639-BCED1C55985E,TCGA-97-A4M1-01A-01-TS1.88CE11B3-CE2E-427A-A5F3-53BA0BB5D0A8,TCGA-22-4609-01A-02-BS2.d77be2b2-200f-4293-88f9-611f3f6c5e56
53,TCGA-44-6144-01A-01-BS1.18f68ab2-5f50-4578-bc9d-6b96b319755d,TCGA-05-4403-01A-01-TS1.4ea11b71-999c-4073-ab56-c6da0eb310f8,TCGA-52-7809-01A-01-BS1.8d5fb32d-de5e-4541-bc9b-db3f44433e2f
54,TCGA-44-6145-01A-01-TS1.694c13e7-a2e5-434e-8093-d78bec903707,TCGA-05-4403-01A-01-BS1.f732ca27-f2a5-4183-a35a-6f6fd3cc8392,TCGA-21-5786-01A-01-TS1.7de2df75-55ce-417a-823e-cf273923239f
55,TCGA-44-6148-01A-01-TS1.dc502627-e621-4ddc-a472-d3e438bb1045,TCGA-51-4080-01A-01-TS1.a68f7caa-d543-4f6d-a20f-56f845ba867a,TCGA-90-A4EE-01A-01-TS1.FAEAB763-911F-460B-A356-6870417241C2
56,TCGA-44-6148-01A-01-BS1.9d9de45e-0870-4e9a-941d-701a231b2301,TCGA-77-8140-01A-01-TS1.c7d0df63-5c46-4739-a2e8-5f8a97fc85f4,TCGA-22-5489-01A-01-TS1.4bdcb05c-5282-4af3-be55-ebe936cbfdfa
57,TCGA-44-6774-01A-01-BS1.1d074a9a-fd4f-4079-bf01-30c26cceaec4,TCGA-66-2800-01A-01-BS1.6898a343-9d63-4c9b-bac0-8ba12264f64f,TCGA-60-2696-01A-01-BS1.c00f727d-3926-4927-a149-bc090e0dfe05
58,TCGA-44-6775-01A-03-TS3.DE1214F1-C47F-4710-BD72-3AFAF3D920E3,TCGA-66-2800-01A-01-TS1.18e98576-19e7-407c-9fdf-cc6491b8062a,TCGA-63-A5MJ-01A-01-TS1.0456CDB9-84D6-44F2-B2BF-FC1B1F590C4A
59,TCGA-44-6777-01A-01-BS1.ff28d451-68e3-4c4e-82b3-12bb9ee8f20e,TCGA-85-8479-01A-01-BS1.d7ac53c4-e7ff-430b-941c-bae1bddab669,TCGA-NK-A7XE-01A-01-TS1.963BCC0B-8CEF-4444-9D63-903E17CC96C5
60,TCGA-44-7659-01A-01-BS1.644c216c-1d56-448c-9cb2-afade812e5c1,TCGA-85-8479-01A-01-TS1.81b452cf-4115-4c9f-9361-f4413d9465be,TCGA-90-6837-01A-01-BS1.a3f3bdc9-8115-4648-8024-94650f214799
61,TCGA-44-7660-01A-01-TS1.c1e1a47f-0836-4cc8-8dac-b91f51a64fac,TCGA-NC-A5HI-01A-01-TS1.6370DE5F-F10B-4EE4-BC54-1C219C18BDD2,TCGA-39-5022-01A-02-BS2.4c32c9bd-80dd-499d-87d2-1516981ea8d4
62,TCGA-44-7661-01A-01-BS1.7609bd38-0dfa-4882-9efd-a8f4a291f6d2,TCGA-63-A5MR-01A-03-TS3.F40024C1-C445-403A-B306-7E9E3674C2F5,TCGA-39-5022-01A-01-BS1.c573a47e-1680-4bdb-a63a-3891a33c065d
63,TCGA-44-7662-01A-01-BS1.95c15be2-f72e-428d-9cfb-26711856dff9,TCGA-22-5491-01A-01-TS1.46659c64-9b3b-4fbb-a6a1-0a894c4730c9,TCGA-85-A513-01A-01-TSA.44908E6B-89F8-40E4-B603-63880803E82B
64,TCGA-44-7667-01A-02-BS2.8f3f25b9-a68d-4481-99ee-6a356eb2ab21,TCGA-63-A5MS-01A-01-TS1.DAA4525E-A8B9-44F7-96DA-CDA099C8E960,TCGA-46-3765-01A-01-BS1.9c425222-0547-43dd-8f35-6ccdcd0ce915
65,TCGA-44-7669-01A-01-BS1.554eb3d8-6ac6-4a72-a761-ee67021ce97f,TCGA-66-2781-01A-01-TS1.db5a4cb1-7755-4119-b071-7b05d2e05fd8,TCGA-46-3765-01A-01-TS1.2cedf75e-c3ef-4157-bc59-0912b0a274f8
66,TCGA-44-7670-01A-01-BS1.d58c6b0b-24a0-4a79-a7f6-fb0c99dcc7d3,TCGA-34-2605-01A-01-BS1.541d3170-e38d-44f8-addb-27966405c7e1,TCGA-77-8136-01A-01-TS1.5e8b4ebb-cbf3-4ce3-ae4b-3c32fa71407b
67,TCGA-44-8117-01A-01-TS1.bf647f28-9c4c-4bd4-908a-eceff1184bce,TCGA-96-A4JL-01A-01-TSA.3FA7182D-09EC-469A-92E2-EFFDC286913C,TCGA-56-A62T-01A-01-TS1.E3B64735-90EE-436F-901E-6F2582F17D69
68,TCGA-44-8119-01A-01-BS1.0b182635-9f71-4365-bd6e-61cd4057dead,TCGA-22-5483-01A-01-TS1.5a93b7ff-758e-4cf0-954b-e517c22a87ff,TCGA-96-7545-01A-01-BS1.8428db9d-133d-4143-acfc-bb6fe8d490fa
69,TCGA-44-A479-01A-03-TSC.EE0DF4FB-5D66-40BF-A931-0363C7B5C559,TCGA-34-5241-01A-01-BS1.c3bb535a-9750-453a-9752-eef20607b61b,TCGA-63-A5MI-01A-01-TS1.04192D45-1EDB-4F5B-AC0D-2177317D73AE
70,TCGA-44-A47F-01A-01-TSA.6398BFA2-F977-456D-812F-E9666B0A1C18,TCGA-85-7698-01A-01-BS1.bf794cb5-2f6e-4beb-89e7-5f8aab7081d3,TCGA-56-7223-01A-01-TS1.413074b3-0f68-4dc0-a4e9-b06f3525bf4f
71,TCGA-44-A47G-01A-02-TSB.791AD505-A642-4189-A480-7F760B52F3B6,TCGA-85-A50M-01A-02-TSB.C1119D51-07FE-4BBB-A713-78833AA64C0D,TCGA-56-8304-01A-01-TS1.03b2299b-0390-4d79-9fa7-829e462bb22b
72,TCGA-44-A4SU-01A-01-TSA.A91EA3BB-C675-4EEA-89AC-54D1221EA8B5,TCGA-85-A511-01A-02-TSB.0FA45307-7E1F-41C0-BF94-181F562BAECB,TCGA-66-2744-01A-01-BS1.31ef97ac-6f7d-45a6-a4b6-d15120455d57
73,TCGA-49-4487-01A-02-BS2.a86aa3c6-1dec-459d-90aa-69347884ed80,TCGA-85-A4QR-01A-01-TSA.D4503206-7F6F-4939-B2DB-207D5FE2FE3D,TCGA-66-2744-01A-01-TS1.a9bd6cc3-2d45-4bf5-808b-5616fa988855
74,TCGA-49-4488-01A-01-BS1.334cd670-30d0-48bd-8910-2ec1f42ce8c2,TCGA-56-8626-01A-01-TS1.9279fee3-4dc3-4f73-b14f-16c8667d9d3e,TCGA-85-7696-01A-01-BS1.daa2aaac-ee55-4584-a8c2-87c87bccc947
75,TCGA-49-4490-01A-02-BS2.161a2ff9-e4b3-41de-b961-38ceed0f0024,TCGA-34-2608-01A-02-BS2.cfbb4f61-7dc7-4fab-8669-984cc6c5ea75,TCGA-63-A5MB-01A-01-TS1.2E622322-0536-41F1-B994-8A96E83D3B97
76,TCGA-49-4501-01A-01-BS1.e6368c49-3cce-4f10-9cbf-d3c940ee867a,TCGA-63-7020-01A-01-BS1.12264877-f722-4332-9856-a206b6532a90,TCGA-66-2756-01A-01-BS1.31322ca4-a5bf-4ce7-aa5c-e35ce205c2f8
77,TCGA-49-4505-01A-01-BS1.6759af02-47f2-4a03-b9c6-17f52d557e13,TCGA-63-7020-01A-01-TS1.85055591-e148-4fe3-ae1f-2d55f84f04be,TCGA-66-2756-01A-01-TS1.83eabe5f-5059-45c1-9883-0ad3c4b2318a
78,TCGA-49-4505-01A-01-TS1.15b747c0-7a0c-4eb3-910c-f6ecc6cb3f8a,TCGA-33-AAS8-01A-01-TS1.31B8ABAE-F638-47AB-85C0-4B09EDE52AB3,TCGA-77-6843-01A-01-TS1.d36487d8-6f20-4d55-ae37-3c4e2454f756
79,TCGA-49-4506-01A-01-BS1.4f66461a-5fe7-43ef-98ae-35c70b66b449,TCGA-56-8625-01A-01-TS1.e2029f26-f024-4aa7-9696-4f804ecde2a0,TCGA-85-7844-01A-01-BS1.64e1a162-d980-471f-9f4e-7e37848ac519
80,TCGA-49-4512-01A-02-BS2.180a6269-9edb-47b8-b295-c43753d3c5a6,TCGA-68-8250-01A-01-TS1.d6347fc6-c657-4d0f-bba9-09efde4991f3,TCGA-NC-A5HH-01A-01-TS1.DD0360BB-775E-46B2-9BF7-F86F2A181CA6
81,TCGA-49-4514-01A-02-BS2.f9c459b7-06e5-49e3-b212-e4e0c6bb81e6,TCGA-77-8133-01A-01-TS1.1490c839-16d4-42b1-957b-01b962b14bfa,TCGA-37-4135-01A-01-BS1.89f01d5b-14ba-4ddc-8eb9-f0dac6dd0c46
82,TCGA-49-4514-01A-01-BS1.70740a85-cc84-40c5-9218-82456df14738,TCGA-34-7107-01A-01-TS1.cd0d4a28-72df-4cec-b552-c1999bfa3dbc,TCGA-56-A5DR-01A-01-TS1.11A39D71-8B66-4106-B43B-AB5652B25E90
83,TCGA-49-6744-01A-01-BS1.a4a23863-20cf-483d-936c-0b0e512eacf2,TCGA-43-5670-01A-01-BS1.e0dd86e6-6386-4649-8d82-82ac020616c5,TCGA-77-8007-01A-01-TS1.f1b97d91-6042-4997-94c7-a20ae7c4a77d
84,TCGA-49-6745-01A-01-TS1.f386fbd6-ca0e-4672-b2dc-dbc4c54ef9db,TCGA-85-7697-01A-01-BS1.e744ec67-deb0-46df-ad0e-39d488bc8b2b,TCGA-77-8007-01A-01-BS1.f552a107-a733-4fa2-8ac4-a5d723255f3e
85,TCGA-49-6767-01A-01-TS1.a37e2710-4f87-40d1-8601-19fbeb5a1f03,TCGA-22-5472-01A-01-TS1.eb860c81-14fe-4008-a8d9-fb82d095bada,TCGA-39-5037-01A-01-BS1.0b74ab70-1ac8-4122-ae9e-346b073d2701
86,TCGA-49-AAQV-01A-01-TSA.38E46F80-E752-45F2-990D-A1BDD6471DCF,TCGA-90-7766-01A-01-BS1.06d0329b-b0f2-4967-a179-150ba4f02404,TCGA-NC-A5HD-01A-01-TS1.BE7F2823-47CB-425B-AAA5-3E5E84F64983
87,TCGA-49-AAR3-01A-01-TSA.7A02C02E-445D-4803-956F-5E66CB0DF76C,TCGA-18-3409-01A-01-TS1.a0d1ce11-2dac-48be-97bc-eb226c51190c,TCGA-63-A5MP-01A-01-TS1.14673CE6-A47F-4557-BC6D-3E9846E2B0F5
88,TCGA-49-AAR4-01A-01-TSA.78907165-F00E-4BA2-AC29-E1F3CFDAD9C7,TCGA-33-4538-01A-01-BS1.8d99e65d-7223-4edb-ba6c-8ec71e13d4a2,TCGA-85-8584-01A-01-TS1.2efb82b2-c4b9-43cc-8508-6a3faa8be1a0
89,TCGA-49-AARN-01A-02-TSB.8C881E03-94B4-42F8-96F7-D22B4A3AAEFC,TCGA-98-8022-01A-01-TS1.0f3dfaf4-a192-4903-a08e-2e90994350df,TCGA-43-6143-01A-01-BS1.022a32c1-0fb0-49fa-ae10-4f9cef617bc5
90,TCGA-49-AARO-01A-01-TSA.FDA66180-A121-457C-AED9-636D9B113B01,TCGA-37-3789-01A-01-TS1.a4aaee21-3414-48cb-a457-c2af4fbdd2fe,TCGA-22-5485-01A-01-TS1.f994b8e5-2e02-4371-bcf0-0f7acfa69946
91,TCGA-49-AARQ-01A-01-TS1.8C48AD1A-1DFB-4DCD-AD01-4DB9C2ED73B1,TCGA-37-3789-01A-01-BS1.45780318-7a80-46a9-8f2c-ef240e763956,TCGA-60-2725-01A-01-BS1.7b53732c-98a7-48fe-bf88-7b46d7771f59
92,TCGA-49-AARR-01A-01-TSA.227C90DC-DA98-4445-ACF3-2556BA23704F,TCGA-58-A46N-01A-01-TSA.845B1C86-5B6A-43E2-8A2E-29F1FD6BA87C,TCGA-60-2725-01A-01-TS1.47dfda47-c072-46cb-80db-e09ce80445f9
93,TCGA-4B-A93V-01A-01-TSA.236A392B-4563-4891-BEE6-E93143865AA4,TCGA-63-5128-01A-01-TS1.844b2398-1ca9-49f1-b1d9-08a08e6a48d6,TCGA-46-6025-01A-01-TS1.4bb881c2-54ea-4b38-99f1-f4a70ddd5207
94,TCGA-50-5044-01A-01-BS1.f9008630-fcf4-45e8-82e9-71f138350114,TCGA-63-5128-01A-01-BS1.2635b7d6-bf3d-40b0-89c0-419f0e4d9fb2,TCGA-85-A4CL-01A-04-TSD.0FC87C33-27DA-4CBA-B8E1-FC5B1216386C
95,TCGA-50-5045-01A-01-TS1.63b03290-324a-41fa-8120-d7c8ab34156b,TCGA-34-5929-01A-01-TS1.222f0d37-3952-46ab-bb8b-91496a03e4c9,TCGA-77-8143-01A-01-TS1.e63a0b20-f728-464e-98ca-1074361577d3
96,TCGA-50-5049-01A-01-TS1.22431092-04c2-4343-884f-029ff951589a,TCGA-34-5929-01A-01-BS1.e00169ea-27e7-496b-adec-3d3e486ce388,TCGA-18-5592-01A-01-TS1.e7280bfc-a976-462a-9b64-da7a85d2832c
97,TCGA-50-5049-01A-01-BS1.eba2afd2-5c5d-4338-9919-8776e0ac1a8b,TCGA-34-5239-01A-01-BS1.a1dcf1cd-e343-4310-bba1-d8c8f5014e49,TCGA-18-5592-01A-01-BS1.3c16b76c-4eb1-4494-8d52-308106914c44
